Date,Region,Category,Product,Segment,Units,Revenue,Profit
2025-07-01,North America,Office Supplies,"Stapler Deluxe",Enterprise,12,522,217
2025-07-01,Europe,Electronics,"Nimbus Tablet",SMB,4,3650,997
2025-07-02,North America,Accessories,"USB-C Hub",Enterprise,12,1116,412
2025-07-02,North America,Electronics,"Vertex Monitor 27"",Enterprise,12,6940,1483
2025-07-03,Latin America,Electronics,"Nimbus Tablet",Government,6,3481,1055
2025-07-03,North America,Furniture,"Conference Table XL",Government,12,21685,4351
2025-07-04,North America,Electronics,"Echo Wireless Earbuds",Enterprise,8,1746,531
2025-07-04,Latin America,Furniture,"Ergo Office Chair",Enterprise,3,1065,120
2025-07-04,Europe,Accessories,"Mechanical Keyboard",Government,10,1618,586
2025-07-04,Latin America,Electronics,"Vertex Monitor 27"",Government,5,1469,412
2025-07-05,North America,Accessories,"Laptop Sleeve",SMB,13,878,301
2025-07-05,North America,Software,"Security Shield Pro",Government,8,10160,5860
2025-07-05,North America,Electronics,"Echo Wireless Earbuds",Consumer,9,2251,649
2025-07-06,Latin America,Software,"Cloud Backup Plan",SMB,5,1288,846
2025-07-07,North America,Office Supplies,"Label Printer",SMB,7,1995,737
2025-07-07,North America,Office Supplies,"Ink Cartridge Pack",Government,3,378,153
2025-07-07,Middle East,Furniture,"Standing Desk Pro",Government,3,1622,212
2025-07-07,North America,Furniture,"Standing Desk Pro",Consumer,6,5439,807
2025-07-07,Asia Pacific,Accessories,"Mechanical Keyboard",Government,4,695,232
2025-07-08,Middle East,Accessories,"USB-C Hub",Government,4,181,45
2025-07-08,North America,Electronics,"Pulse Smartphone",Government,12,19388,4107
2025-07-09,Asia Pacific,Software,"Design Studio License",Government,2,1858,1270
2025-07-10,Europe,Office Supplies,"Premium Notebook Set",Enterprise,3,140,57
2025-07-12,Middle East,Accessories,"Wireless Mouse",SMB,2,79,22
2025-07-12,Europe,Accessories,"USB-C Hub",Enterprise,8,595,164
2025-07-12,North America,Electronics,"Vertex Monitor 27"",Consumer,1,505,121
2025-07-13,Latin America,Accessories,"USB-C Hub",SMB,2,113,42
2025-07-13,Europe,Software,"Analytics Suite License",Enterprise,9,17313,13034
2025-07-19,Europe,Accessories,"USB-C Hub",Consumer,5,468,209
2025-07-19,Middle East,Furniture,"Standing Desk Pro",Enterprise,5,2709,456
2025-07-19,Latin America,Office Supplies,"Ink Cartridge Pack",Enterprise,6,406,178
2025-07-20,Europe,Electronics,"Vertex Monitor 27"",Consumer,11,5223,1080
2025-07-21,Middle East,Office Supplies,"Label Printer",Consumer,5,843,214
2025-07-21,Middle East,Furniture,"Conference Table XL",SMB,4,3503,414
2025-07-22,Latin America,Office Supplies,"Label Printer",Consumer,4,872,331
2025-07-22,Latin America,Furniture,"Modular Bookshelf",Consumer,4,762,68
2025-07-22,Europe,Electronics,"Echo Wireless Earbuds",Government,1,201,39
2025-07-23,Middle East,Office Supplies,"Premium Notebook Set",Government,6,169,46
2025-07-23,North America,Software,"Security Shield Pro",SMB,2,2496,1642
2025-07-23,Asia Pacific,Furniture,"Standing Desk Pro",Consumer,2,1704,302
2025-07-23,Asia Pacific,Accessories,"Wireless Mouse",Consumer,6,453,158
2025-07-23,Europe,Electronics,"Pulse Smartphone",Consumer,10,13095,3571
2025-07-24,Middle East,Office Supplies,"Ink Cartridge Pack",Government,1,63,26
2025-07-24,Asia Pacific,Office Supplies,"Ink Cartridge Pack",Consumer,4,404,139
2025-07-25,Asia Pacific,Software,"Security Shield Pro",Enterprise,6,6122,4124
2025-07-25,Middle East,Electronics,"Vertex Monitor 27"",Government,2,632,127
2025-07-25,Asia Pacific,Accessories,"USB-C Hub",Government,4,376,115
2025-07-25,North America,Electronics,"Nimbus Tablet",Consumer,11,11531,2098
2025-07-25,Latin America,Electronics,"Aurora Laptop 14"",SMB,5,5234,897
2025-07-26,Europe,Software,"Design Studio License",Enterprise,1,913,641
2025-07-26,North America,Software,"Security Shield Pro",SMB,2,2119,1209
2025-07-28,Middle East,Furniture,"Conference Table XL",Enterprise,5,4134,603
2025-07-28,Middle East,Office Supplies,"Label Printer",Consumer,4,690,273
2025-08-02,Europe,Furniture,"Standing Desk Pro",Enterprise,8,6532,797
2025-08-02,Middle East,Software,"Analytics Suite License",Consumer,4,3524,2213
2025-08-02,North America,Software,"Cloud Backup Plan",SMB,2,745,389
2025-08-02,Europe,Software,"Design Studio License",Consumer,11,10670,7148
2025-08-02,Middle East,Office Supplies,"Stapler Deluxe",Government,3,58,21
2025-08-02,Middle East,Furniture,"Modular Bookshelf",Consumer,5,853,72
2025-08-03,Asia Pacific,Electronics,"Vertex Monitor 27"",SMB,3,1534,491
2025-08-04,Asia Pacific,Office Supplies,"Stapler Deluxe",Enterprise,8,234,41
2025-08-04,Europe,Software,"Analytics Suite License",Consumer,3,4898,2969
2025-08-04,North America,Office Supplies,"Label Printer",Government,8,2532,1022
2025-08-05,Asia Pacific,Electronics,"Nimbus Tablet",Enterprise,11,9572,2993
2025-08-05,Middle East,Accessories,"Mechanical Keyboard",Consumer,3,290,107
2025-08-05,Latin America,Electronics,"Aurora Laptop 14"",Consumer,4,4803,1115
2025-08-05,North America,Accessories,"Mechanical Keyboard",Consumer,5,1058,430
2025-08-06,North America,Furniture,"Ergo Office Chair",SMB,9,5047,889
2025-08-06,North America,Software,"Design Studio License",Government,10,12508,6626
2025-08-08,Middle East,Furniture,"Conference Table XL",Government,5,4162,742
2025-08-09,Latin America,Electronics,"Pulse Smartphone",Government,3,2676,584
2025-08-09,Middle East,Furniture,"Modular Bookshelf",Government,1,177,27
2025-08-09,Asia Pacific,Accessories,"USB-C Hub",Government,8,712,236
2025-08-09,North America,Electronics,"Pulse Smartphone",SMB,7,10578,3042
2025-08-10,Asia Pacific,Software,"Security Shield Pro",Government,7,5654,3406
2025-08-10,Latin America,Office Supplies,"Ink Cartridge Pack",Consumer,5,310,118
2025-08-11,Asia Pacific,Office Supplies,"Label Printer",Consumer,8,2139,823
2025-08-11,Latin America,Software,"Cloud Backup Plan",Government,1,220,160
2025-08-11,Latin America,Accessories,"Wireless Mouse",SMB,2,73,23
2025-08-12,Europe,Furniture,"Ergo Office Chair",Government,8,3237,188
2025-08-12,Europe,Accessories,"USB-C Hub",Enterprise,10,824,326
2025-08-12,Asia Pacific,Accessories,"USB-C Hub",Enterprise,8,654,199
2025-08-13,North America,Software,"Cloud Backup Plan",Enterprise,10,3762,2100
2025-08-13,Latin America,Software,"Analytics Suite License",SMB,3,3246,1939
2025-08-13,Europe,Furniture,"Modular Bookshelf",Consumer,11,3091,332
2025-08-13,Europe,Furniture,"Conference Table XL",Enterprise,7,8400,1255
2025-08-14,Asia Pacific,Furniture,"Conference Table XL",Consumer,5,8202,1724
2025-08-14,Latin America,Office Supplies,"Ink Cartridge Pack",Government,8,482,179
2025-08-15,Latin America,Accessories,"USB-C Hub",SMB,6,345,146
2025-08-16,Asia Pacific,Accessories,"Laptop Sleeve",Government,8,433,165
2025-08-16,Middle East,Electronics,"Echo Wireless Earbuds",SMB,2,258,50
2025-08-16,Middle East,Software,"Design Studio License",Consumer,6,3297,2097
2025-08-17,Middle East,Accessories,"Mechanical Keyboard",SMB,5,513,209
2025-08-17,Asia Pacific,Office Supplies,"Ink Cartridge Pack",Consumer,5,379,128
2025-08-17,Europe,Electronics,"Pulse Smartphone",SMB,4,5229,1413
2025-08-18,Middle East,Office Supplies,"Ink Cartridge Pack",Government,1,53,19
2025-08-18,Asia Pacific,Electronics,"Nimbus Tablet",Government,5,3646,691
2025-08-18,Latin America,Software,"Security Shield Pro",Consumer,1,604,340
2025-08-18,North America,Furniture,"Ergo Office Chair",SMB,1,553,72
2025-08-19,Middle East,Electronics,"Echo Wireless Earbuds",Consumer,1,132,39
2025-08-19,Asia Pacific,Furniture,"Ergo Office Chair",Consumer,4,1941,395
2025-08-20,Asia Pacific,Accessories,"Wireless Mouse",SMB,3,229,81
2025-08-21,North America,Furniture,"Standing Desk Pro",Enterprise,1,985,86
2025-08-21,Europe,Electronics,"Nimbus Tablet",Consumer,3,2417,658
2025-08-22,North America,Furniture,"Ergo Office Chair",Government,11,5095,168
2025-08-23,North America,Accessories,"Mechanical Keyboard",Enterprise,3,677,212
2025-08-23,North America,Office Supplies,"Ink Cartridge Pack",Government,10,1064,434
2025-08-24,North America,Electronics,"Aurora Laptop 14"",Consumer,8,17187,4806
2025-08-25,Latin America,Office Supplies,"Premium Notebook Set",SMB,5,135,31
2025-08-27,North America,Electronics,"Echo Wireless Earbuds",Consumer,3,647,136
2025-08-27,North America,Electronics,"Nimbus Tablet",Enterprise,1,924,278
2025-08-27,North America,Electronics,"Aurora Laptop 14"",Consumer,8,14743,3822
2025-08-27,North America,Accessories,"Mechanical Keyboard",Enterprise,8,1487,652
2025-08-28,Latin America,Accessories,"Laptop Sleeve",Enterprise,5,164,73
2025-08-28,Latin America,Electronics,"Pulse Smartphone",Consumer,2,1404,252
2025-08-28,North America,Accessories,"USB-C Hub",Enterprise,9,790,319
2025-09-01,Europe,Office Supplies,"Ink Cartridge Pack",Government,6,515,131
2025-09-02,North America,Electronics,"Vertex Monitor 27"",Consumer,11,6959,2098
2025-09-02,Latin America,Electronics,"Vertex Monitor 27"",Government,7,2152,566
2025-09-03,Asia Pacific,Accessories,"USB-C Hub",SMB,2,141,51
2025-09-03,North America,Furniture,"Standing Desk Pro",SMB,1,938,167
2025-09-05,North America,Office Supplies,"Label Printer",Enterprise,3,881,250
2025-09-05,Asia Pacific,Office Supplies,"Stapler Deluxe",Government,4,129,42
2025-09-05,North America,Furniture,"Standing Desk Pro",Government,8,7469,946
2025-09-05,Asia Pacific,Furniture,"Modular Bookshelf",Enterprise,7,2267,313
2025-09-07,Latin America,Office Supplies,"Premium Notebook Set",SMB,7,198,54
2025-09-08,Middle East,Office Supplies,"Premium Notebook Set",Government,3,69,29
2025-09-08,Asia Pacific,Office Supplies,"Premium Notebook Set",Consumer,11,427,191
2025-09-08,North America,Software,"Analytics Suite License",Consumer,10,21351,11815
2025-09-09,Europe,Accessories,"Mechanical Keyboard",SMB,5,843,348
2025-09-09,Asia Pacific,Furniture,"Conference Table XL",SMB,6,8604,1572
2025-09-10,Asia Pacific,Office Supplies,"Label Printer",Enterprise,9,2073,532
2025-09-11,Asia Pacific,Software,"Cloud Backup Plan",Consumer,7,2437,1855
2025-09-12,Latin America,Electronics,"Pulse Smartphone",Consumer,2,1527,518
2025-09-12,Latin America,Furniture,"Conference Table XL",Consumer,3,2245,248
2025-09-13,Europe,Accessories,"Mechanical Keyboard",Government,5,771,286
2025-09-15,Asia Pacific,Software,"Analytics Suite License",Enterprise,7,11834,8985
2025-09-15,North America,Electronics,"Pulse Smartphone",SMB,9,10725,2691
2025-09-16,Latin America,Software,"Security Shield Pro",Government,4,2648,1507
2025-09-17,Europe,Accessories,"USB-C Hub",Consumer,11,874,402
2025-09-17,Latin America,Office Supplies,"Label Printer",SMB,1,195,58
2025-09-17,Europe,Electronics,"Echo Wireless Earbuds",SMB,9,1597,454
2025-09-17,Asia Pacific,Software,"Security Shield Pro",Government,8,6739,4923
2025-09-18,Asia Pacific,Electronics,"Vertex Monitor 27"",SMB,5,2024,541
2025-09-19,North America,Office Supplies,"Premium Notebook Set",SMB,7,265,95
2025-09-19,Middle East,Office Supplies,"Stapler Deluxe",Government,2,30,10
2025-09-19,Latin America,Furniture,"Modular Bookshelf",SMB,5,1024,198
2025-09-20,North America,Furniture,"Conference Table XL",Government,1,1639,328
2025-09-22,Middle East,Accessories,"Wireless Mouse",Consumer,5,175,53
2025-09-22,Asia Pacific,Electronics,"Echo Wireless Earbuds",Consumer,12,2652,715
2025-09-22,Europe,Electronics,"Vertex Monitor 27"",Government,10,4270,489
2025-09-22,Europe,Accessories,"Mechanical Keyboard",Enterprise,10,1818,896
2025-09-23,North America,Software,"Analytics Suite License",Enterprise,5,8833,5659
2025-09-23,Asia Pacific,Office Supplies,"Label Printer",Consumer,11,3226,1072
2025-09-24,Asia Pacific,Electronics,"Aurora Laptop 14"",Government,3,4638,942
2025-09-25,North America,Accessories,"USB-C Hub",Government,8,605,255
2025-09-25,Asia Pacific,Electronics,"Aurora Laptop 14"",SMB,4,5885,867
2025-09-25,North America,Office Supplies,"Stapler Deluxe",Government,5,194,72
2025-09-26,Europe,Electronics,"Aurora Laptop 14"",Enterprise,1,1743,452
2025-09-26,North America,Office Supplies,"Stapler Deluxe",Government,7,245,102
2025-09-26,Europe,Software,"Security Shield Pro",Consumer,3,2425,1722
2025-09-26,Middle East,Accessories,"Wireless Mouse",Government,3,118,57
2025-09-27,Latin America,Office Supplies,"Ink Cartridge Pack",Consumer,2,120,31
2025-10-01,Latin America,Accessories,"Mechanical Keyboard",SMB,7,752,288
2025-10-02,Asia Pacific,Software,"Security Shield Pro",Consumer,3,2662,1980
2025-10-02,Middle East,Office Supplies,"Stapler Deluxe",Consumer,5,89,36
2025-10-02,Europe,Furniture,"Conference Table XL",Enterprise,8,11401,2420
2025-10-03,Europe,Accessories,"Mechanical Keyboard",Enterprise,4,631,258
2025-10-04,Asia Pacific,Furniture,"Conference Table XL",SMB,11,15429,2656
2025-10-06,Europe,Furniture,"Conference Table XL",SMB,5,5140,764
2025-10-06,Europe,Accessories,"Laptop Sleeve",Government,1,51,22
2025-10-07,Latin America,Accessories,"Mechanical Keyboard",Consumer,5,572,197
2025-10-07,Latin America,Furniture,"Ergo Office Chair",SMB,4,1147,151
2025-10-07,Middle East,Furniture,"Conference Table XL",Consumer,1,781,107
2025-10-07,Europe,Software,"Design Studio License",Enterprise,5,4899,3707
2025-10-07,Asia Pacific,Electronics,"Nimbus Tablet",SMB,4,3275,965
2025-10-07,Middle East,Furniture,"Conference Table XL",Consumer,7,6478,1228
2025-10-08,Middle East,Software,"Security Shield Pro",Government,3,1527,998
2025-10-09,Asia Pacific,Software,"Analytics Suite License",SMB,4,5403,2883
2025-10-10,Europe,Software,"Design Studio License",Enterprise,10,9187,5750
2025-10-10,Latin America,Electronics,"Aurora Laptop 14"",SMB,5,6376,1353
2025-10-12,Europe,Office Supplies,"Stapler Deluxe",Enterprise,9,263,67
2025-10-13,North America,Software,"Design Studio License",Government,6,7026,4972
2025-10-13,North America,Office Supplies,"Ink Cartridge Pack",SMB,2,216,60
2025-10-13,Asia Pacific,Electronics,"Pulse Smartphone",SMB,4,4499,1358
2025-10-13,Asia Pacific,Office Supplies,"Stapler Deluxe",Consumer,9,283,120
2025-10-14,Middle East,Office Supplies,"Label Printer",Consumer,4,649,172
2025-10-15,North America,Office Supplies,"Premium Notebook Set",Consumer,6,292,82
2025-10-18,Asia Pacific,Accessories,"Mechanical Keyboard",Government,6,1004,493
2025-10-19,Asia Pacific,Electronics,"Pulse Smartphone",Consumer,5,6601,1701
2025-10-19,North America,Furniture,"Conference Table XL",SMB,2,2963,545
2025-10-19,Middle East,Electronics,"Pulse Smartphone",Consumer,5,3694,1056
2025-10-22,Latin America,Accessories,"Laptop Sleeve",Enterprise,6,210,103
2025-10-22,Asia Pacific,Software,"Design Studio License",Consumer,11,12852,8840
2025-10-22,Europe,Office Supplies,"Stapler Deluxe",Enterprise,8,217,58
2025-10-24,Europe,Accessories,"Wireless Mouse",Government,4,247,95
2025-10-24,Europe,Furniture,"Modular Bookshelf",SMB,6,1725,165
2025-10-25,Europe,Furniture,"Ergo Office Chair",SMB,3,1281,129
2025-10-25,North America,Accessories,"USB-C Hub",Consumer,5,445,173
2025-10-26,Middle East,Software,"Cloud Backup Plan",SMB,6,1159,776
2025-10-27,Middle East,Furniture,"Standing Desk Pro",Government,5,2092,332
2025-10-27,Middle East,Electronics,"Echo Wireless Earbuds",Consumer,7,808,144
2025-10-27,Europe,Electronics,"Aurora Laptop 14"",Enterprise,10,15696,3582
2025-10-27,North America,Accessories,"USB-C Hub",Enterprise,9,827,275
2025-10-28,Europe,Office Supplies,"Premium Notebook Set",Government,10,364,92
2025-10-28,Middle East,Accessories,"Mechanical Keyboard",Government,5,521,233
2025-10-28,Middle East,Accessories,"Mechanical Keyboard",Consumer,6,569,240
2025-11-01,Middle East,Furniture,"Ergo Office Chair",Consumer,3,722,93
2025-11-01,Middle East,Software,"Cloud Backup Plan",Consumer,1,153,94
2025-11-01,Europe,Furniture,"Standing Desk Pro",Enterprise,5,3542,433
2025-11-01,Latin America,Accessories,"USB-C Hub",Enterprise,3,166,60
2025-11-02,Asia Pacific,Electronics,"Nimbus Tablet",SMB,9,5785,1447
2025-11-03,Europe,Furniture,"Standing Desk Pro",Consumer,10,5955,597
2025-11-03,Asia Pacific,Accessories,"USB-C Hub",Enterprise,8,589,282
2025-11-03,Europe,Accessories,"Mechanical Keyboard",Consumer,2,340,114
2025-11-06,Latin America,Software,"Security Shield Pro",Consumer,4,2338,1627
2025-11-06,Middle East,Accessories,"Wireless Mouse",Enterprise,3,122,52
2025-11-06,Asia Pacific,Software,"Analytics Suite License",Enterprise,10,16435,12114
2025-11-07,Europe,Accessories,"USB-C Hub",Consumer,5,407,151
2025-11-08,Europe,Accessories,"Wireless Mouse",SMB,10,551,251
2025-11-09,Asia Pacific,Accessories,"Laptop Sleeve",Consumer,9,363,97
2025-11-09,Latin America,Electronics,"Echo Wireless Earbuds",SMB,3,419,82
2025-11-10,Europe,Furniture,"Modular Bookshelf",Consumer,2,561,96
2025-11-10,Latin America,Furniture,"Conference Table XL",SMB,1,737,79
2025-11-11,Asia Pacific,Software,"Design Studio License",SMB,4,3273,2161
2025-11-11,Latin America,Accessories,"USB-C Hub",Consumer,6,292,121
2025-11-11,Middle East,Furniture,"Standing Desk Pro",Consumer,5,1708,209
2025-11-12,Asia Pacific,Software,"Analytics Suite License",Government,2,3719,2338
2025-11-12,Asia Pacific,Electronics,"Vertex Monitor 27"",Government,8,4454,1280
2025-11-14,Latin America,Software,"Cloud Backup Plan",Enterprise,4,820,493
2025-11-15,North America,Electronics,"Nimbus Tablet",Enterprise,1,852,273
2025-11-15,Asia Pacific,Software,"Cloud Backup Plan",Consumer,5,1387,845
2025-11-18,Asia Pacific,Office Supplies,"Ink Cartridge Pack",Government,6,515,180
2025-11-18,Asia Pacific,Accessories,"Wireless Mouse",SMB,4,200,56
2025-11-18,Asia Pacific,Office Supplies,"Premium Notebook Set",Government,6,221,78
2025-11-19,North America,Electronics,"Echo Wireless Earbuds",Enterprise,11,2636,705
2025-11-19,North America,Office Supplies,"Label Printer",SMB,2,567,164
2025-11-20,North America,Electronics,"Pulse Smartphone",Enterprise,3,3019,550
2025-11-21,Asia Pacific,Accessories,"Laptop Sleeve",Enterprise,4,214,103
2025-11-21,Middle East,Accessories,"USB-C Hub",Enterprise,6,202,81
2025-11-21,Latin America,Electronics,"Vertex Monitor 27"",Consumer,6,2195,677
2025-11-21,Asia Pacific,Accessories,"Wireless Mouse",Government,4,214,63
2025-11-22,Asia Pacific,Furniture,"Ergo Office Chair",SMB,2,991,134
2025-11-22,North America,Accessories,"Laptop Sleeve",Enterprise,1,51,19
2025-11-22,Europe,Furniture,"Conference Table XL",Government,6,7374,1318
2025-11-22,Asia Pacific,Furniture,"Modular Bookshelf",SMB,5,1365,201
2025-11-23,Latin America,Furniture,"Modular Bookshelf",Consumer,6,1254,237
2025-11-23,Latin America,Furniture,"Modular Bookshelf",Government,2,353,53
2025-11-23,Latin America,Furniture,"Standing Desk Pro",Enterprise,2,943,133
2025-11-24,North America,Electronics,"Pulse Smartphone",Enterprise,5,6803,1508
2025-11-24,Middle East,Furniture,"Conference Table XL",Government,2,1504,271
2025-11-25,North America,Software,"Design Studio License",Consumer,4,4660,2715
2025-11-25,Asia Pacific,Accessories,"Mechanical Keyboard",SMB,3,434,107
2025-11-26,North America,Accessories,"Wireless Mouse",Enterprise,2,130,42
2025-11-27,Asia Pacific,Furniture,"Conference Table XL",Government,3,3755,338
2025-11-28,Asia Pacific,Furniture,"Ergo Office Chair",Consumer,5,2296,428
2025-11-28,Middle East,Office Supplies,"Premium Notebook Set",Consumer,1,20,8
2025-11-28,Europe,Electronics,"Vertex Monitor 27"",Consumer,4,2030,547
2025-12-01,Asia Pacific,Software,"Design Studio License",Enterprise,8,7624,5168
2025-12-01,North America,Software,"Analytics Suite License",Enterprise,2,3556,2638
2025-12-02,Asia Pacific,Furniture,"Modular Bookshelf",Government,5,1552,218
2025-12-03,Asia Pacific,Office Supplies,"Label Printer",Government,5,1422,402
2025-12-05,Europe,Accessories,"Wireless Mouse",SMB,9,488,200
2025-12-06,Latin America,Electronics,"Vertex Monitor 27"",Enterprise,3,940,202
2025-12-06,Europe,Electronics,"Nimbus Tablet",Consumer,1,781,245
2025-12-06,Middle East,Software,"Analytics Suite License",SMB,5,4893,3572
2025-12-07,North America,Electronics,"Echo Wireless Earbuds",Consumer,2,378,69
2025-12-08,Middle East,Software,"Analytics Suite License",Enterprise,2,1858,1067
2025-12-08,Middle East,Accessories,"Wireless Mouse",Enterprise,6,193,72
2025-12-10,Middle East,Software,"Analytics Suite License",Consumer,4,4263,3266
2025-12-10,North America,Software,"Security Shield Pro",Government,8,8501,5000
2025-12-12,Latin America,Software,"Cloud Backup Plan",SMB,6,1354,949
2025-12-12,Asia Pacific,Accessories,"Mechanical Keyboard",Enterprise,2,318,108
2025-12-13,Latin America,Electronics,"Aurora Laptop 14"",Government,5,5320,1340
2025-12-13,Europe,Office Supplies,"Premium Notebook Set",Enterprise,2,77,20
2025-12-14,Latin America,Office Supplies,"Label Printer",Enterprise,3,496,173
2025-12-14,Latin America,Software,"Cloud Backup Plan",Government,5,1131,723
2025-12-15,Middle East,Software,"Analytics Suite License",Consumer,4,3688,2516
2025-12-15,Asia Pacific,Accessories,"Wireless Mouse",Government,8,407,157
2025-12-16,Europe,Electronics,"Vertex Monitor 27"",SMB,9,4670,1117
2025-12-16,North America,Software,"Design Studio License",Enterprise,11,11787,8882
2025-12-16,Middle East,Software,"Cloud Backup Plan",Government,5,951,684
2025-12-17,Asia Pacific,Software,"Design Studio License",SMB,11,10454,8077
2025-12-17,North America,Furniture,"Conference Table XL",Consumer,8,10103,1684
2025-12-17,Asia Pacific,Office Supplies,"Premium Notebook Set",Consumer,2,64,24
2025-12-18,North America,Accessories,"USB-C Hub",Consumer,2,152,59
2025-12-18,North America,Software,"Cloud Backup Plan",SMB,5,2016,1488
2025-12-19,Europe,Furniture,"Conference Table XL",Enterprise,6,7236,997
2025-12-20,Asia Pacific,Office Supplies,"Stapler Deluxe",Enterprise,4,115,52
2025-12-21,Latin America,Furniture,"Ergo Office Chair",Consumer,5,1452,292
2025-12-22,North America,Software,"Design Studio License",Government,3,3077,1735